排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
1,智谱AI,BK1182,1321.31,37.24,2.9,466541792000,16.92,22,13,威派格,10.0
2,昨日连板_含一字,BK1051,2957.82,80.77,2.81,359579152000,14.32,15,8,杭钢股份,9.99
3,昨日连板,BK0816,28.97,0.77,2.73,172156474000,14.2,8,5,威派格,10.0
4,短剧互动游戏,BK1151,1289.65,31.03,2.47,391848128000,12.12,16,11,天威视讯,9.98
5,影视概念,BK0847,928.2,22.05,2.43,663658944000,6.49,36,26,欢瑞世纪,10.08
6,昨日涨停_含一字,BK1050,147584.13,3377.65,2.34,1512883856000,12.68,60,34,杭齿前进,10.0
7,猪肉概念,BK0882,1169.46,25.45,2.22,848565808000,3.04,31,6,正虹科技,10.06
8,鸡肉概念,BK0887,715.95,14.1,2.01,354742192000,2.07,19,1,巨星农牧,10.01
9,VPN,BK0885,1301.21,23.02,1.8,345097744000,9.31,11,10,宁波建工,10.06
10,昨日涨停,BK0815,584.18,10.09,1.76,1380060832000,12.48,50,33,杭齿前进,10.0
11,白酒,BK0896,2097.6,34.55,1.67,3506555040000,1.69,35,11,岩石股份,9.96
12,抖音小店,BK0928,1184.85,18.12,1.55,262285260000,6.11,15,12,华扬联众,10.0
13,中超概念,BK0635,2167.11,29.53,1.38,213556707000,1.38,5,3,华夏幸福,10.12
14,AI语料,BK1172,1072.21,14.42,1.36,405123344000,13.86,12,13,福石控股,19.94
15,阿兹海默,BK0894,1653.29,21.04,1.29,140683885000,4.29,8,6,双成药业,10.0
16,在线旅游,BK0692,1598.07,19.25,1.22,226522473000,4.21,16,10,华策影视,11.89
17,Sora概念,BK1159,1728.27,20.05,1.17,409013104000,14.63,20,20,福石控股,19.94
18,麒麟电池,BK1092,1202.7,13.72,1.15,1250779824000,4.16,4,5,瑞泰新材,20.0
19,快手概念,BK0972,1761.29,18.5,1.06,318918368000,16.68,20,12,浙文互联,10.05
20,ChatGPT概念,BK1126,2141.85,17.45,0.82,2199570592000,8.08,32,46,威派格,10.0
21,小红书概念,BK1187,1168.08,9.28,0.8,502955872000,14.11,30,29,华扬联众,10.0
22,手游概念,BK0642,1270.25,10.08,0.8,828935120000,7.16,23,25,华谊兄弟,19.86
23,DeepSeek概念,BK1188,1287.78,9.88,0.77,2091605904000,9.53,41,56,杭钢股份,9.99
24,Web3.0,BK1110,1857.59,13.25,0.72,517116864000,11.29,22,25,华扬联众,10.0
25,东数西算,BK1064,1698.13,11.9,0.71,1145183824000,7.41,25,34,华扬联众,10.0
26,社区团购,BK0965,882.34,6.02,0.69,592378816000,5.25,19,19,东方集团,10.23
27,虚拟数字人,BK1055,1302.46,8.45,0.65,3514569168000,11.69,40,41,华扬联众,10.0
28,谷子经济,BK1183,1099.2,7.08,0.65,566661680000,10.44,26,32,光线传媒,19.98
29,赛马概念,BK0709,701.98,4.35,0.62,18985439000,3.98,2,1,新 华 都,2.17
30,阿里概念,BK0689,2469.71,14.84,0.6,3095627216000,4.3,53,59,杭钢股份,9.99
31,RCS概念,BK0919,1444.73,8.46,0.59,226024482000,6.8,10,12,华扬联众,10.0
32,钠离子电池,BK0988,1233.48,7.15,0.58,1916473888000,2.31,19,29,瑞泰新材,20.0
33,网络游戏,BK0509,12460.59,68.66,0.55,1066007760000,8.2,31,39,光线传媒,19.98
34,MLOps概念,BK1132,1151.23,5.81,0.51,202459778000,8.74,4,6,宇信科技,14.69
35,低价股,BK1053,991.18,4.95,0.5,1930979392000,2.05,83,98,东方集团,10.23
36,AIGC概念,BK1111,2081.14,10.05,0.49,2087953600000,10.88,46,65,浙文互联,10.05
37,数据安全,BK1047,1044.7,4.94,0.48,1029268992000,5.5,30,49,南威软件,10.0
38,Kimi概念,BK1169,1227.23,5.71,0.47,565318896000,13.57,12,13,浙文互联,10.05
39,网红直播,BK0940,691.03,3.19,0.46,1763208544000,8.07,62,66,华扬联众,10.0
40,算力概念,BK1134,1571.06,6.91,0.44,6606320640000,6.02,57,82,航锦科技,10.0
41,云游戏,BK0903,1257.83,5.49,0.44,338315920000,5.71,12,13,优刻得-W,10.87
42,环氧丙烷,BK1011,540.39,2.23,0.41,332145136000,1.38,5,10,航锦科技,10.0
43,智能电视,BK0656,1227.58,4.75,0.39,309465600000,6.78,6,8,四川长虹,10.03
44,蚂蚁概念,BK0937,741.25,2.86,0.39,4993008128000,1.34,25,31,南威软件,10.0
45,PPP模式,BK0721,678.18,2.51,0.37,2267273776000,1.93,62,85,中设股份,9.98
46,京东金融,BK0849,1474.75,4.78,0.33,235355522000,1.31,4,6,任子行,6.29
47,REITs概念,BK0992,815.02,2.54,0.31,850670096000,2.31,10,10,电子城,9.98
48,首发经济,BK1186,961.66,2.96,0.31,312152560000,9.15,17,22,锦和商管,9.93
49,超级品牌,BK0811,2328.36,6.72,0.29,8654935808000,1.81,19,12,泸州老窖,3.85
50,抖音概念(字节概念),BK0923,1467.08,4.22,0.29,874153744000,12.41,36,41,华扬联众,10.0
51,装配建筑,BK0945,939.93,2.47,0.26,1446784864000,2.2,41,47,宁波建工,10.06
52,土地流转,BK0632,1572.52,3.96,0.25,450872400000,2.39,20,27,杭钢股份,9.99
53,空间计算,BK1143,1255.17,3.15,0.25,149481621000,8.73,8,15,宏景科技,20.0
54,新零售,BK0825,941.41,2.29,0.24,2553847760000,3.51,61,76,华扬联众,10.0
55,预制菜概念,BK1025,1033.72,2.31,0.22,645556016000,4.12,33,23,供销大集,6.91
56,低碳冶金,BK0979,897.55,1.92,0.21,301209824000,0.49,5,1,酒钢宏兴,1.31
57,乳业,BK0892,973.02,2.01,0.21,436731504000,1.82,13,16,一鸣食品,4.63
58,粮食概念,BK1086,781.31,1.54,0.2,207147923000,3.71,10,14,东方集团,10.23
59,新型城镇化,BK1080,863.5,1.45,0.17,426056432000,3.35,37,61,锦和商管,9.93
60,国资云概念,BK1008,1503.13,2.18,0.15,396399296000,7.43,6,13,杭钢股份,9.99
61,乡村振兴,BK0834,1402.44,1.78,0.13,1380658176000,4.47,50,82,华扬联众,10.0
62,地下管网,BK1058,933.7,1.14,0.12,297630464000,1.64,12,29,中设股份,9.98
63,跨境支付,BK1071,1637.32,1.9,0.12,11641340160000,0.47,20,30,东方集团,10.23
64,京津冀,BK0684,1565.61,1.68,0.11,583023312000,2.63,22,29,华夏幸福,10.12
65,数字经济,BK1061,1271.77,1.36,0.11,1845066752000,8.93,54,105,华扬联众,10.0
66,免税概念,BK0927,1267.63,1.32,0.1,935734176000,2.21,14,16,供销大集,6.91
67,海绵城市,BK0724,921.96,0.78,0.08,295558720000,4.46,16,20,顾地科技,9.95
68,参股银行,BK0525,10355.25,8.52,0.08,11292117248000,1.35,74,140,杭齿前进,10.0
69,NFT概念,BK0997,1580.68,1.29,0.08,541937936000,7.32,21,34,浙文互联,10.05
70,化债(AMC)概念,BK0980,1017.31,0.37,0.04,1043461888000,3.7,16,42,杭齿前进,10.0
71,拼多多概念,BK0957,1313.59,0.44,0.03,154854572000,8.37,10,14,美登科技,4.33
72,数据要素,BK1135,1170.44,0.21,0.02,1881045456000,7.3,44,84,航锦科技,10.0
73,固态电池,BK0968,1560.76,0.03,0.0,4831724544000,3.43,65,95,瑞泰新材,20.0
74,远程办公,BK0912,1581.89,-0.11,-0.01,838957232000,9.04,13,26,金桥信息,10.02
75,广电,BK0904,1530.8,-0.34,-0.02,260708844000,4.62,13,14,天威视讯,9.98
76,房屋检测,BK1179,1288.75,-0.32,-0.02,219268807000,2.82,10,26,中设股份,9.98
77,水产养殖,BK0967,806.16,-0.23,-0.03,246830881000,3.47,8,9,神农种业,1.79
78,数据中心,BK0922,1698.16,-0.49,-0.03,6364028672000,5.98,74,131,华扬联众,10.0
79,破净股,BK1112,1256.28,-0.37,-0.03,20768136192000,0.64,149,247,东方集团,10.23
80,粤港自贸,BK0677,2917.73,-0.87,-0.03,1044369808000,2.6,22,45,梅雁吉祥,10.11
81,云计算,BK0579,3141.64,-0.95,-0.03,8369668608000,6.4,80,151,杭钢股份,9.99
82,钒电池,BK1095,1115.6,-0.4,-0.04,524499280000,3.46,4,15,四川长虹,10.03
83,世界杯,BK1105,1676.23,-0.68,-0.04,2615554144000,3.76,6,11,万达电影,9.99
84,长寿药,BK0936,842.98,-0.63,-0.07,122827749000,3.06,5,10,*ST普利,5.64
85,沪企改革,BK0672,2640.68,-2.15,-0.08,989606448000,2.82,15,25,大众交通,4.59
86,供销社概念,BK1109,996.08,-0.86,-0.09,135855824000,5.9,4,10,供销大集,6.91
87,啤酒概念,BK1073,988.33,-0.87,-0.09,235441580000,0.93,5,11,青岛啤酒,2.09
88,茅指数,BK0999,698.82,-0.63,-0.09,12888542976000,1.14,21,21,泸州老窖,3.85
89,C2M概念,BK0955,1145.8,-1.07,-0.09,308478016000,4.13,13,23,美邦服饰,9.81
90,GDR,BK0868,865.51,-0.89,-0.1,1461773024000,0.81,5,5,华泰证券,0.68
91,统一大市场,BK1077,1111.08,-1.2,-0.11,367165376000,2.89,13,26,华光源海,11.28
92,肝素概念,BK0944,826.95,-0.94,-0.11,202655731000,1.38,3,8,华北制药,3.7
93,通用航空,BK0625,5607.82,-6.82,-0.12,1104128880000,3.29,16,24,华夏幸福,10.12
94,超级电容,BK0703,3425.78,-4.47,-0.13,614805680000,2.68,10,24,瑞泰新材,20.0
95,数据确权,BK1118,1653.47,-2.22,-0.13,311464592000,11.35,12,22,南威软件,10.0
96,央视50_,BK0610,2222.05,-3.34,-0.15,15549866752000,0.38,22,28,迪安诊断,5.9
97,超级真菌,BK0862,951.79,-1.54,-0.16,467911968000,1.92,6,15,*ST普利,5.64
98,数字水印,BK1129,1111.81,-1.8,-0.16,120345410000,10.32,7,9,视觉中国,10.0
99,证金持股,BK0718,1300.13,-2.18,-0.17,36924872960000,0.64,90,135,用友网络,9.99
100,元宇宙概念,BK1009,2158.13,-3.67,-0.17,4672261120000,7.58,53,88,华扬联众,10.0
101,冰雪经济,BK1185,880.63,-1.57,-0.18,228225278000,5.96,14,20,华策影视,11.89
102,净水概念,BK1068,1100.37,-1.97,-0.18,1135329408000,1.12,7,12,威派格,10.0
103,B股,BK0636,902.67,-1.63,-0.18,439292064000,0.23,29,41,陆家Ｂ股,2.77
104,体育产业,BK0708,1183.68,-2.19,-0.18,825884272000,3.24,27,43,顾地科技,9.95
105,上证50_,BK0611,1801.08,-3.52,-0.2,26858324992000,0.28,20,28,山西汾酒,6.75
106,PVDF概念,BK1012,813.38,-1.62,-0.2,264293812000,1.82,4,10,回天新材,6.02
107,减肥药,BK1146,886.13,-1.77,-0.2,364829664000,1.83,7,17,*ST普利,5.64
108,ST股,BK0511,5368.36,-10.77,-0.2,472289200000,1.6,38,74,*ST宁科,4.89
109,中字头,BK0505,8018.3,-18.39,-0.23,16219631104000,0.49,35,67,中国电影,9.54
110,电商概念,BK0665,2013.2,-4.68,-0.23,6467382016000,3.62,123,206,华扬联众,10.0
111,雄安新区,BK0813,867.24,-2.09,-0.24,2610127520000,2.25,53,105,中设股份,9.98
112,知识产权,BK0839,1879.48,-4.65,-0.25,395168048000,7.54,12,29,视觉中国,10.0
113,肝炎概念,BK1078,1100.54,-2.75,-0.25,411970384000,2.17,9,36,双成药业,10.0
114,地塞米松,BK0929,1158.01,-2.9,-0.25,77831893000,1.63,2,8,金种子酒,5.6
115,百度概念,BK0845,1783.77,-4.59,-0.26,2733055216000,8.74,53,92,华扬联众,10.0
116,标准普尔,BK0879,1447.15,-3.9,-0.27,56776295424000,1.26,355,654,航锦科技,10.0
117,内贸流通,BK1001,1195.98,-3.24,-0.27,1469337648000,3.43,50,107,居然智家,10.0
118,进口博览,BK0850,993.39,-2.89,-0.29,240909150000,1.25,7,8,美凯龙,2.19
119,在线教育,BK0662,2211.1,-6.73,-0.3,1603675264000,7.91,40,79,华扬联众,10.0
120,医疗美容,BK0889,1481.67,-4.61,-0.31,956666032000,1.46,21,45,迪安诊断,5.9
121,SPD概念,BK1147,915.14,-2.94,-0.32,70176987000,3.17,3,7,华人健康,10.84
122,毛发医疗,BK0996,787.05,-2.57,-0.33,86387031000,1.39,5,10,ST美谷,0.6
123,中特估,BK1139,1066.98,-3.59,-0.34,23157210624000,0.32,31,45,烽火通信,6.0
124,参股券商,BK0514,13221.36,-44.49,-0.34,4061245600000,1.9,42,83,正虹科技,10.06
125,电子竞技,BK0853,1379.07,-4.75,-0.34,3086226064000,3.54,14,20,浙文互联,10.05
126,上证180_,BK0612,1471.11,-5.09,-0.34,42565440256000,0.4,62,110,用友网络,9.99
127,共享经济,BK0807,808.84,-2.85,-0.35,238007782000,2.59,5,12,迪安诊断,5.9
128,单抗概念,BK0870,1362.04,-4.83,-0.35,1361135872000,1.08,11,36,华北制药,3.7
129,壳资源,BK0820,989.01,-3.59,-0.36,256832149000,5.55,17,60,正虹科技,10.06
130,免疫治疗,BK0698,1244.75,-4.56,-0.37,442724672000,1.27,10,32,*ST普利,5.64
131,化工原料,BK0512,20447.84,-78.09,-0.38,1146598464000,1.84,17,51,航锦科技,10.0
132,中药概念,BK0615,1979.59,-7.78,-0.39,1881350704000,1.56,38,96,老百姓,3.47
133,区块链,BK0830,1081.36,-4.26,-0.39,8466693888000,2.93,74,152,华扬联众,10.0
134,锂矿概念,BK1173,1158.83,-4.64,-0.4,2428266272000,1.5,13,24,宁德时代,2.39
135,万达概念,BK0831,1002.53,-4.09,-0.41,587544272000,1.28,7,5,津滨发展,1.7
136,煤化工,BK0492,8664.41,-36.04,-0.41,2375388256000,1.36,15,53,君正集团,7.54
137,科创板做市商,BK1107,1416.35,-5.94,-0.42,1780424144000,0.74,3,11,华泰证券,0.68
138,光伏高速公路,BK1096,1274.05,-5.38,-0.42,104918070000,0.56,2,5,现代投资,0.24
139,农业种植,BK0888,2018.93,-8.68,-0.43,728417376000,3.62,20,62,东方集团,10.23
140,参股新三板,BK0600,2465.47,-10.63,-0.43,1482576640000,5.29,26,74,光线传媒,19.98
141,东北振兴,BK0838,1096.47,-4.73,-0.43,634894464000,1.97,12,45,东方集团,10.23
142,小金属概念,BK0695,2300.97,-10.25,-0.44,2742064112000,1.44,32,78,梅雁吉祥,10.11
143,参股保险,BK0604,2338.8,-10.44,-0.44,5841121536000,1.06,26,55,岭南股份,10.0
144,独家药品,BK0676,2301.53,-10.42,-0.45,722656400000,1.13,9,27,葫芦娃,1.57
145,尾气治理,BK0932,1346.51,-6.23,-0.46,231117844000,3.27,7,27,艾可蓝,20.02
146,富时罗素,BK0867,1504.02,-6.96,-0.46,62260315392000,1.52,404,844,航锦科技,10.0
147,国企改革,BK0683,4095.8,-18.97,-0.46,36397413120000,1.47,356,941,杭齿前进,10.0
148,租售同权,BK0822,745.34,-3.5,-0.47,430219600000,3.7,7,9,滨江集团,5.71
149,水利建设,BK0597,1558.22,-7.32,-0.47,2078341136000,2.28,29,76,威派格,10.0
150,RCEP概念,BK0962,1042.92,-4.92,-0.47,214381586000,2.0,7,14,华英农业,2.47
151,生态农业,BK0669,1193.41,-5.63,-0.47,270914432000,2.38,13,27,正邦科技,7.17
152,青蒿素,BK0872,1511.54,-7.15,-0.47,274025248000,1.02,2,8,昆药集团,3.22
153,流感,BK0906,1413.19,-6.79,-0.48,1289557248000,1.74,27,85,迪安诊断,5.9
154,彩票概念,BK0671,2368.21,-11.42,-0.48,393616800000,5.1,10,12,君正集团,7.54
155,AH股,BK0499,7461.11,-36.43,-0.49,33160611072000,0.43,54,92,上海电气,2.69
156,MSCI中国,BK0821,1175.5,-5.77,-0.49,65044330752000,0.89,166,379,四川长虹,10.03
157,基因测序,BK0693,1788.3,-8.8,-0.49,537653808000,6.22,13,39,迪安诊断,5.9
158,AB股,BK0498,10709.27,-52.81,-0.49,1372174048000,1.97,21,47,大众交通,4.59
159,航母概念,BK0715,828.08,-4.11,-0.49,1145615504000,1.13,10,25,东方锆业,3.08
160,宁组合,BK1000,513.09,-2.56,-0.5,4182458576000,1.32,6,18,爱美客,3.84
161,智慧政务,BK0886,1372.76,-6.91,-0.5,673762976000,10.48,25,55,南威软件,10.0
162,汽车拆解,BK0943,1032.56,-5.2,-0.5,271314128000,1.71,4,14,杭钢股份,9.99
163,数字阅读,BK0959,1653.86,-8.65,-0.52,205273217000,2.73,5,14,世纪恒通,3.23
164,互联医疗,BK0837,984.82,-5.17,-0.52,5027541248000,3.47,30,67,四川长虹,10.03
165,草甘膦,BK0950,1403.58,-7.4,-0.52,154407152000,1.11,4,9,扬农化工,1.21
166,生物疫苗,BK0548,24371.75,-129.82,-0.53,1032724416000,2.19,20,49,君正集团,7.54
167,职业教育,BK1022,1239.7,-6.74,-0.54,674281536000,6.69,21,50,梅雁吉祥,10.11
168,预亏预减,BK0570,1851.04,-10.11,-0.54,11407571712000,3.15,340,903,杭钢股份,9.99
169,合成生物,BK1174,1019.24,-5.57,-0.54,1180998336000,2.45,25,84,双成药业,10.0
170,辅助生殖,BK0939,944.54,-5.2,-0.55,508827024000,2.43,13,40,迪安诊断,5.9
171,民爆概念,BK1066,1238.01,-6.87,-0.55,161480175000,2.05,4,13,晓程科技,2.21
172,长江三角,BK0594,2365.63,-13.13,-0.55,8400619264000,2.6,111,287,杭钢股份,9.99
173,地摊经济,BK0924,1804.31,-10.14,-0.56,615482096000,3.23,10,24,*ST人乐,3.77
174,有机硅,BK0961,1149.05,-6.52,-0.56,292125152000,2.22,4,27,瑞泰新材,20.0
175,超超临界发电,BK1087,1130.73,-6.43,-0.57,853759552000,0.9,12,28,川润股份,2.73
176,快递概念,BK0990,868.54,-4.94,-0.57,581310256000,1.59,12,29,圆通速递,3.68
177,参股期货,BK0524,28166.15,-162.76,-0.57,3032224112000,1.68,12,32,东北证券,5.08
178,噪声防治,BK1082,1180.74,-6.83,-0.58,30734254000,4.08,2,5,德尔股份,3.87
179,财税数字化,BK1176,1725.74,-10.03,-0.58,552501104000,9.23,12,27,宏景科技,20.0
180,中证500,BK0701,1946.56,-11.41,-0.58,13528642560000,2.04,129,351,杭钢股份,9.99
181,HS300_,BK0500,10274.69,-60.37,-0.58,56772566272000,0.54,96,196,用友网络,9.99
182,磷化工,BK1010,660.18,-3.92,-0.59,698124368000,1.53,8,34,粤桂股份,10.02
183,退税商店,BK0933,1199.34,-7.17,-0.59,143047125000,1.64,3,6,杭州解百,0.99
184,痘病毒防治,BK1085,753.42,-4.51,-0.6,618739904000,2.07,9,46,迪安诊断,5.9
185,互联金融,BK0637,4853.25,-29.41,-0.6,19527470592000,0.91,52,153,立方数科,20.05
186,信创,BK1104,1836.77,-11.16,-0.6,3793598960000,9.54,68,170,威派格,10.0
187,婴童概念,BK0664,1401.65,-8.63,-0.61,1221829344000,3.33,36,103,美邦服饰,9.81
188,电子车牌,BK0982,1406.1,-8.79,-0.62,167683128000,6.0,2,16,南威软件,10.0
189,数字孪生,BK0861,1417.87,-8.94,-0.63,982286816000,3.58,19,59,金桥信息,10.02
190,成渝特区,BK0534,18001.5,-113.95,-0.63,2247107008000,2.24,19,67,欢瑞世纪,10.08
191,创投,BK0506,14778.66,-94.39,-0.63,4638846720000,3.71,75,212,华扬联众,10.0
192,健康中国,BK0719,1099.52,-7.04,-0.64,1469505296000,2.77,34,65,科恒股份,6.67
193,动力电池回收,BK1052,704.26,-4.55,-0.64,698597520000,2.03,11,27,宁波精达,4.53
194,大数据,BK0634,4935.8,-31.98,-0.64,5291047424000,6.19,90,212,华扬联众,10.0
195,液冷概念,BK1138,1162.66,-7.58,-0.65,1142194848000,7.75,17,42,数据港,10.01
196,换电概念,BK0985,1329.47,-8.69,-0.65,847836608000,2.7,13,36,中恒电气,9.99
197,冷链物流,BK0852,1722.95,-11.28,-0.65,1545137520000,2.85,31,78,巨轮智能,6.96
198,蒙脱石散,BK1123,934.21,-6.16,-0.66,55758319000,1.77,1,10,中 关 村,0.42
199,IPO受益,BK0697,3196.54,-21.22,-0.66,2159630880000,2.44,10,46,东方集团,10.23
200,一带一路,BK0712,1261.23,-8.41,-0.66,13594420224000,1.08,99,333,杭齿前进,10.0
201,稀缺资源,BK0519,21871.66,-146.3,-0.66,3021332208000,0.99,15,59,科恒股份,6.67
202,并购重组概念,BK1181,1009.72,-6.77,-0.67,1425777568000,3.17,20,58,宁波建工,10.06
203,湖北自贸,BK0926,1491.45,-10.18,-0.68,348051776000,3.58,8,18,回天新材,6.02
204,调味品概念,BK1026,852.93,-5.9,-0.69,678652512000,2.5,7,24,百润股份,3.13
205,锂电池,BK0574,2830.75,-19.72,-0.69,7637526528000,2.9,96,279,瑞泰新材,20.0
206,西部大开发,BK0590,2618.63,-18.44,-0.7,10747175168000,2.24,145,440,巨星农牧,10.01
207,创新药,BK1106,1025.35,-7.23,-0.7,1462693040000,1.41,17,65,*ST普利,5.64
208,石墨烯,BK0617,1917.95,-13.56,-0.7,827965376000,2.96,16,53,华丽家族,10.19
209,精准医疗,BK0806,935.88,-6.62,-0.7,579767536000,3.61,8,36,迪安诊断,5.9
210,养老概念,BK0653,2393.77,-16.94,-0.7,2828313152000,2.9,32,82,迪安诊断,5.9
211,娃哈哈概念,BK1165,1075.56,-7.65,-0.71,96789262000,2.77,3,16,东方材料,10.01
212,数字货币,BK0883,1801.64,-12.94,-0.71,864128416000,5.25,17,57,华扬联众,10.0
213,建筑节能,BK1076,887.42,-6.38,-0.71,199479905000,3.56,10,29,浙江建投,9.98
214,机构重仓,BK0552,13500.44,-97.13,-0.71,42496769536000,1.11,266,678,航锦科技,10.0
215,电子身份证,BK1075,1258.97,-9.23,-0.73,347953840000,7.63,8,27,东方集团,10.23
216,深成500,BK0568,1108.7,-8.14,-0.73,22332469504000,2.29,142,348,航锦科技,10.0
217,昨日触板,BK0817,195.81,-1.44,-0.73,495331360000,9.0,10,25,电子城,9.98
218,黄金概念,BK0547,11949.01,-88.59,-0.74,1572662080000,1.39,11,44,东方锆业,3.08
219,新冠药物,BK1060,732.39,-5.43,-0.74,529489616000,1.37,7,46,西陇科学,3.98
220,券商概念,BK0711,1111.67,-8.26,-0.74,4027174240000,2.02,7,46,东北证券,5.08
221,东盟自贸区概念,BK1154,1101.56,-8.33,-0.75,177072923000,1.05,4,10,南宁百货,0.5
222,化妆品概念,BK0974,1048.26,-7.93,-0.75,657776352000,2.42,18,39,爱美客,3.84
223,跨境电商,BK1115,1331.5,-10.08,-0.75,1418304720000,5.65,35,93,美邦服饰,9.81
224,绿色电力,BK1024,983.09,-7.47,-0.75,4638366464000,0.85,27,99,梅雁吉祥,10.11
225,碳交易,BK0966,1429.59,-10.99,-0.76,2507948608000,1.13,30,103,依米康,13.47
226,滨海新区,BK0566,9108.79,-70.1,-0.76,203428934000,2.11,4,17,津滨发展,1.7
227,病毒防治,BK0675,2305.84,-17.75,-0.76,1477210304000,1.56,21,94,迪安诊断,5.9
228,熔盐储能,BK1103,795.4,-6.13,-0.76,71844195000,1.5,1,7,迪尔化工,4.08
229,土壤修复,BK1070,752.48,-5.81,-0.77,192780128000,3.18,6,26,岭南股份,10.0
230,人造肉,BK0866,979.92,-7.7,-0.78,177093763000,5.86,4,14,东方集团,10.23
231,北交所概念,BK0925,1613.96,-12.73,-0.78,364095792000,2.56,5,21,用友网络,9.99
232,沪股通,BK0707,1954.91,-15.55,-0.79,60272813056000,1.03,315,934,杭钢股份,9.99
